"KEY_ID","ENDC","CMNTS"
"LQ1613N","D105:Y","D105:09/jun | A201:D | A201:Training set | A201:18/jan"
"LQ1615N","D105:LY","A201:T | D105:05/jun | A201:16/jan | A201:Training set"
"LQ1616N","D105:Y","A201:Training set | D105:05/jun | A201:D | A201:18/jan"
"LQ1617N","D105:Y | D106:LY | S1AG:Y","A201:14/jan | D106:05/jun | A201:R | D105:07/jun | A201:Training set | S1AG:08/jul"
"LQ1618N","D105:Y","D105:07/jun | A201:18/jan | A201:D | A201:Training set"
"LQ1619N","D105:Y","D105:07/jun | A201:18/jan | A201:D | A201:Training set"
"LQ1620N","D105:Y","D105:09/jun | A201:D | A201:Training set | A201:18/jan"
"LQ1621N","D105:LY","D105:05/jun | A201:16/jan | A201:Training set | A201:D"
"LQ1622N","D105:Y","A201:16/jan | A201:Training set | D105:05/jun | A201:D"
"LQ1623N","D105:LY","D105:09/jun | A201:Training set | A201:18/jan | A201:T"
"LQ1624N","D105:LY","A201:20/jan | D105:09/jun | A201:D | A201:Training set"
"LQ1625N","D105:LY","A201:16/jan | D105:05/jun | A201:D | A201:Training set"
"LQ1626N","D105:Y","D105:05/jun | A201:Training set | A201:16/jan | A201:D"
"LQ1628N","D105:Y","A201:22/jan | A201:Training set | A201:D | D105:09/jun"
"LQ1629N","D105:Y","A201:D | A201:20/jan | A201:Training set | D105:09/jun"
"LQ1631N","D106:LY | S1AG:Y | D105:LY","A201:Training set | A201:20/jan | S1AG:12/jul | D105:11/jun | D106:09/jun | A201:R"
"LQ1632N","D105:Y","D105:13/jun | A201:Training set | A201:20/jan | A201:D"
"LQ1633N","D105:Y","D105:09/jun | A201:D | A201:Training set | A201:20/jan"
"LQ1634N","D105:LY","A201:22/jan | A201:D | A201:Training set | D105:13/jun"
"LQ1637N","D105:LY","D105:13/jun | A201:D | A201:Training set | A201:20/jan"
"LQ1638N","E202:Y | D105:LY","S2AG:07/fev | E202:20/jan | D105:11/jun | A201:D | A201:22/jan | A201:Training set"
"LQ1639N","D106:LY | S1AG:Y | E202:Y","S2AG:09/fev | A201:Training set | E202:20/jan | D105:11/jun | S1AG:12/jul | D106:11/jun | A201:R | A201:18/jan"
"LQ1640N","D105:LY","D105:15/jun | A201:D | S2AG:11/fev | A201:Training set | A201:22/jan | E202:22/jan | E202:1, grm drop"
"LQ1641N","D105:LY | S1AG:LY | D106:LY","D106:09/jun | A201:20/jan | A201:R | A201:Training set | D105:09/jun | S1AG:12/jul"
"LQ1642N","D105:LY","A201:D | D105:11/jun | A201:Training set | A201:20/jan"
"LQ1643N","D105:LY","A201:22/jan | A201:D | A201:Training set | D105:11/jun"
"LQ1644N","D105:LY","A201:20/jan | A201:D | A201:Training set | D105:09/jun"
"LQ1645N","D105:LY","A201:D | A201:Training set | A201:20/jan | D105:13/jun"
"LQ1646N","D105:LY","A201:22/jan | D105:13/jun | A201:Training set | A201:D"
"LQ1648N","D105:LY","A201:20/jan | D105:11/jun | A201:D | A201:Training set"
"LQ1649N","D105:LY","D105:15/jun | A201:26/jan | A201:T | A201:Training set"
"LQ1650N","D105:LY","A201:D | D105:13/jun | A201:26/jan | A201:Training set"
"LQ1651N","D105:LY","D105:09/jun | A201:D | A201:Training set | A201:20/jan"
"LQ1654N","D105:LY","A201:D | A201:Training set | D105:09/jun | A201:20/jan"
"LQ1655N","D105:LY","A201:Training set | A201:D | A201:20/jan | D105:09/jun"
"LQ1656N","D105:LY","A201:Training set | A201:18/jan | D105:07/jun | A201:D"
"LQ1657N","D105:LY","A201:24/jan | D105:13/jun | S2AG:11/fev | A201:D | A201:Training set"
"LQ1658N","D105:LY","D105:09/jun | D105: very tender  | A201:20/jan | A201:D | A201:Training set"
"LQ1659N","S1AG:Y | D105:Y | D106:Y","A201:R | D106:09/jun | D106:bom  | D105:09/jun | A201:18/jan | A201:Training set | S1AG:12/jul"
"LQ1660N","D105:LY","A201:24/jan | A201:T | D105:13/jun | A201:Training set"
"LQ1662N","D105:LY","D105:13/jun | A201:Training set | A201:D | A201:20/jan"
"LQ1663N","D105:LY","A201:T | A201:22/jan | D105:11/jun | A201:Training set"
"LQ1665N","D105:LY","S2AG:grm drop | A201:20/jan | A201:Training set | A201:D | D105:15/jun | S2AG:09/fev"
"LQ1666N","D105:Y","A201:Training set | D105:11/jun | A201:22/jan | A201:T"
"LQ1667N","D105:LY","A201:22/jan | A201:Training set | D105:09/jun | A201:D"
"LQ1668N","D105:LY","A201:20/jan | A201:Training set | D105:09/jun | A201:D"
"LQ1669N","D105:Y | E202:Y","A201:D | A201:Training set | E202:20/jan | D105:13/jun | A201:22/jan | S2AG:09/fev"
"LQ1670N","D106:LY | S1AG:LY","A201:R | D106:07/jun | A201:Training set | A201:18/jan | D105:11/jun | S1AG:10/jul"
"LQ1671N","D105:Y","A201:22/jan | D105:13/jun | A201:Training set | A201:T"
"LQ1672N","D105:LY","D105:15/jun | A201:26/jan | A201:D | A201:Training set"
"LQ1673N","D105:LY","D105:07/jun | A201:20/jan | A201:Training set | A201:D"
"LQ1674N","D105:LY","A201:Training set | A201:D | A201:22/jan | D105:13/jun"
"LQ1675N","D105:LY","A201:Training set | D105:13/jun | A201:22/jan | A201:D"
"LQ1676N","S1AG:LY | D105:Y | D106:LY","A201:20/jan | D106:07/jun | D105:09/jun | S1AG:16/jul | A201:R | A201:Training set"
"LQ1678N","D106:LY | S1AG:Y | E202:Y | E102:Y | S2AG:LY","E202:18/jan | S2AG:19/jun | D106:09/jun | E102:05/jun | S1AG:10/jul | A201:20/jan | A201:R | S2AG:07/fev"
"LQ1679N","S1AG:Y | D106:Y","D106:09/jun | S1AG:12/jul | A201:20/jan | A201:R"
"LQ1691N","D105:Y","A201:D | A201:20/jan | A201:Training set | D105:09/jun"
"LQ1692N","D105:LY","A201:Training set | A201:20/jan | A201:D | D105:05/jun"
"LQ1693N","D105:LY","D105:05/jun | A201:18/jan | A201:Training set | A201:T"
"LQ1694N","D105:LY","A201:D | A201:20/jan | A201:Training set | D105:05/jun"
"LQ1695N","D105:LY","A201:20/jan | D105:05/jun | A201:D | A201:Training set"
"LQ1696N","D105:LY","A201:20/jan | A201:D | D105:09/jun | A201:Training set"
"LQ1697N","D105:Y | S2AG:LY | E202:LY | E102:LY | A203:LY","E102:01/jun | A201:D | D105:really good corn stunt - it came from female line  | A201:18/jan | A203:10/jan | A203:small ear good qual ok plant  | S2AG:15/jun | E202:1 | D105:05/jun | E202:16/jan | S2AG:01/fev | A201:Training set"
"LQ1698N","D105:LY","A201:Training set | D105:09/jun | A201:20/jan | A201:D"
"LQ1699N","D105:Y","A201:D | A201:20/jan | A201:Training set | D105:09/jun"
"LQ1700N","D105:Y","D105:07/jun | A201:16/jan | A201:D | A201:Training set"
"LQ1701N","D105:LY","D105:07/jun | A201:D | A201:Training set | A201:16/jan"
"LQ1702N","D105:LY","A201:T | A201:Training set | A201:16/jan | D105:05/jun"
"LQ1703N","D105:Y","D105:05/jun | A201:16/jan | A201:Training set | A201:D"
"LQ1704N","D106:Y | S1AG:Y | D105:Y","D106:05/jun | A201:R | D105:03/jun | S1AG:08/jul | A201:18/jan | A201:Training set"
"LQ1705N","D105:LY","A201:18/jan | A201:D | A201:Training set | D105:03/jun"
"LQ1706N","D105:Y","A201:Training set | D105:07/jun | A201:18/jan | A201:D"
"LQ1707N","D105:LY | E202:Y","E202:16/jan | A201:18/jan | A201:Training set | S2AG:03/fev | D105:05/jun | A201:D"
"LQ1708N","E202:LY | D105:LY","A201:Training set | A201:16/jan | E202:18/jan | E202:1 | A201:D | S2AG:03/fev | D105:05/jun"
"LQ1709N","D105:Y","A201:D | D105:09/jun | A201:Training set | A201:18/jan"
"LQ1710N","D105:LY","A201:Training set | A201:20/jan | D105:09/jun | A201:D"
"LQ1711N","S1AG:LY | D106:LY | D105:LY","A201:Training set | S1AG:08/jul | A201:16/jan | A201:R | D105:05/jun | D106:07/jun"
"LQ1712N","D105:Y","A201:D | A201:Training set | D105:09/jun | A201:20/jan"
"LQ1713N","D105:Y","A201:20/jan | D105:09/jun | A201:T- qualidade boa, cuidado raiz  | A201:Training set"
"LQ1714N","D105:Y","A201:Training set | D105:05/jun | A201:14/jan | A201:D"
"LQ1715N","D105:Y","D105:11/jun | A201:Training set | A201:22/jan | A201:T"
"LQ1716N","D105:Y | S1AG:Y | D106:Y","A201:Training set | A201:18/jan | A201:R  | S1AG:08/jul | D106:05/jun | D105:05/jun"
"LQ1717N","D105:Y","A201:16/jan | D105:05/jun | A201:T | A201:Training set"
"LQ1718N","D105:LY | S1AG:Y | D106:LY","A201:Training set | D106:07/jun | A201:R | S1AG:12/jul | A201:18/jan | D105:07/jun"
"LQ1719N","D105:LY","A201:Training set | D105:13/jun | A201:26/jan | A201:D"
"LQ1720N","D105:LY","A201:18/jan | A201:Training set | D105:05/jun | A201:D"
"LQ1721N","D105:LY","A201:Training set | A201:D | D105:05/jun | A201:16/jan"
"LQ1722N","D105:LY","A201:Training set | A201:D | D105:09/jun | A201:20/jan"
"LQ1723N","D105:Y","A201:Training set | A201:16/jan | D105:09/jun | A201:D"
"LQ1724N","D105:LY","A201:Training set | D105:09/jun | A201:D | A201:18/jan"
"LQ1725N","D105:Y","A201:D | A201:Training set | D105:03/jun | A201:16/jan"
"LQ1726N","D105:LY | D106:Y | S1AG:Y","A201:R | D106:09/jun | S1AG:10/jul | D105:05/jun | A201:Training set | A201:16/jan"
"LQ1727N","D105:LY","A201:22/jan | A201:Training set | D105:09/jun | A201:D"
"LQ1728N","D105:LY | D106:LY | S1AG:LY","D106:09/jun | A201:Training set | A201:18/jan | D105:07/jun | S1AG:10/jul | A201:R"
"LQ1729N","S1AG:Y | D106:Y | D105:LY","D105:09/jun | A201:18/jan | D106:11/jun | A201:Training set | S1AG:08/jul | A201:R "
"LQ1730N","D105:LY","A201:Training set | A201:18/jan | A201:D | D105:07/jun"
"LQ1731N","D105:Y","A201:18/jan | A201:D | A201:Training set | D105:09/jun"
"LQ1732N","D105:Y","A201:20/jan | A201:D | D105:07/jun | A201:Training set"
"LQ1733N","D105:LY","A201:Training set | A201:18/jan | A201:D | D105:09/jun"
"LQ1734N","D105:LY","D105:ponta dupla  | A201:20/jan | D105:05/jun | A201:D | A201:Training set"
"LQ1738N","S1AG:Y | D106:Y","S1AG:12/jul | A201:18/jan | D106:09/jun | A201:R"
"LQ1740N","D106:Y | S1AG:Y","S1AG:12/jul | D106:09/jun | A201:R | A201:20/jan"
"LQ1741N","S1AG:Y | D106:Y","A201:R | S1AG:08/jul | A201:18/jan | D106:05/jun"
"LQ1742N","D105:Y","A201:20/jan | A201:Training set | A201:T | D105:13/jun"
"LQ1743N","D105:Y","A201:T | A201:20/jan | D105:09/jun | A201:Training set"
"LQ1745N","E202:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Light Yellow | D106:LY | A201:LY | S1AG:LY | P1MO:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | P1AG:LY | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | E102:LY | S2AG:LY | P1FU:LY | D105:Y","BR_GO_CRISTALINA_AGRITER_2024:01:Flag leaf; APAC  | P1AG:01/02 | S2AG:07/fev | S1AG:10/jul | S2AG:21/jun | A201:R | E202:18/jan | D105:09/jun | A201:20/jan | A201:13/jan | A201:harder pericar p but ok, very tall plant | A201:15/01 | E102:07/jun | D106:09/jun | P1AG:04/fev | A201:Training set | A201:very good plant "
"LQ1746N","D106:Y | D105:LY | S1AG:LY","A201:R | D106:07/jun | A201:20/jan | S1AG:12/jul | A201:Training set | D105:09/jun"
"LQ1747N","D105:Y","A201:Training set | A201:20/jan | D105:11/jun | A201:D"
"LQ1748N","D105:LY","A201:D | D105:09/jun | A201:Training set | D105:overall good hybrid. advance  | A201:20/jan"
"LQ1750N","E202:Y | E102:LY | A203:LY | S2AG:LY | D105:LY","A203:14/jan | D105:09/jun | S2AG:19/jun | S2AG:09/fev | E202:18/jan | E102:05/jun | A201:20/jan | A201:D | A201:Training set"
"LQ1751N","D105:Y","A201:Training set | A201:T | D105:13/jun | A201:22/jan"
"LQ1752N","D105:LY | A201:LY | E202:LY | S2AG:LY | P1AG:LY | E102:Y | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | BR_GO_MORRINHOS:Light Yellow | BR_GO_CRISTALINA_FUGINI:Light Yellow | S1AG:Y | D106:Y | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | P1FU:LY | P1MO:LY","E102:05/jun | A201:Training set | D105:07/jun | A201:hard to eat  | S1AG:12/jul | E202:18/jan | A201:15/01 | A201:15/jan | P1AG:01/02 | A201:poor stand, thicker pericarp  | D106:09/jun | A201:R | P1AG:02/fev | S2AG:19/jun | E202:ver novamente inverno | A201:16/jan | S2AG:07/fev"
"LQ1753N","D105:LY","A201:Training set | A201:D | A201:18/jan | D105:09/jun"
"LQ1754N","D105:Y","A201:18/jan | A201:Training set | D105:09/jun | A201:T"
"LQ1755N","D105:LY","A201:20/jan | A201:D ponta dupla  | A201:Training set | D105:09/jun"
"LQ1756N","D105:Y","D105:09/jun | A201:20/jan | A201:Training set | A201:D"
"LQ1757N","S2AG:LY | A203:LY | D105:Y | E202:Y | E102:Y","E102:05/jun | S2AG:21/jun | E202:18/jan | A201:Training set | D105:09/jun | A201:D | E202:1 | A201:20/jan | S2AG:09/fev | A203:12/jan"
"LQ1758N","D105:LY","A201:D | A201:22/jan | A201:Training set | D105:09/jun"
"LQ1759N","D105:Y","A201:20/jan | D105:09/jun | A201:D | A201:Training set"
"LQ1760N","D105:Y","A201:D | A201:24/jan | A201:Training set | D105:09/jun"
"LQ1761N","D105:RY","A201:Training set | A201:18/jan | D105:09/jun | A201:T"
"LQ1762N","P1MO:LY | S2AG:LY | D105:LY | E102:LY | P1AG:LY | E202:LY | A201:LY | P1FU:Y","P1AG:30/01 | A201:15/jan | A201:weak plant type  | A201:18/jan | A201:Training set | A201:não colher germinação  | E102:03/jun | S2AG:19/jun | A201:hard pericarp, ok to poor plant | S2AG:07/fev | D105:05/jun | E202:18/jan | A201:D | P1AG:31/jan"
"LQ1763N","A203:LY | S2AG:LY | E202:LY | E102:LY | D105:LY | D106:RY | S1AG:Y","S2AG:21/jun | S2AG:07/fev | A201:Training set | A203:12/jan | S1AG:12/jul | E102:grm | E202:baixo vigor planta | A203:não colher germinação  | D105:07/jun | A203:no stand | A201:16/jan | D106:07/jun | E102:05/jun | E202:18/jan | A201:R"
"LQ1764N","D105:LY","A201:Training set | A201:20/jan | D105:09/jun | A201:D"
"LQ1765N","P1FU:LY | E102:LY | P1AG:LY | S2AG:LY | D105:LY | A201:LY | P1MO:LY | E202:Y","S2AG:09/fev | P1MO:desuniforme sem vigor | A201:não colher germinação  | E102:05/jun | S2AG:21/jun | E202:observar vigor planta no inverno | A201:20/jan | E202:18/jan | P1AG:06/fev | A201:D | D105:09/jun | P1AG:não colher germinação  | A201:low stand in plot  | A201:very poor stand | A201:15/jan | A201:grm | A201:Training set"
"LQ1766N","E202:LY | D105:LY","S2AG:09/fev | D105:good pericarp! | E202:18/jan | A201:T | A201:18/jan | A201:Training set | D105:05/jun"
"LQ1767N","E202:Y | D105:LY","S2AG:07/fev | A201:D | D105:09/jun | A201:Training set | A201:18/jan | E202:18/jan"
"LQ1768N","D105:Y","D105:09/jun | A201:22/jan | A201:D | A201:D | A201:Training set"
"LQ1769N","D105:Y","A201:18/jan | D105:09/jun | A201:D | A201:Training set"
"LQ1770N","D105:LY","A201:20/jan | A201:Training set | A201:D | D105:09/jun"
"LQ1771N","A201:LY | E202:LY | D105:LY | P1AG:LY | P1MO:LY | P1FU:LY | E102:LY | S2AG:LY","P1AG:01/02 | A201:hard to eat, medium sugary  | S2AG:17/jun | S2AG:07/fev | E102:03/jun | P1AG:31/jan | D105:good pericarp | P1MO:sabugao ? | A201:11/jan | A201:15/01 | A201:T | D105:05/jun | A201:18/jan | A201:Training set | E202:16/jan | A201:not great qual, plant low stand | E102:verificar grm cuidado"
"LQ1772N","D105:LY","D105:05/jun | A201:18/jan | A201:T | A201:Training set"
"LQ1773N","A203:LY | E202:LY | D105:Y | S2AG:LY | E102:LY","E202:16/jan | A203:não colher germinação  | A201:18/jan | S2AG:19/jun | A201:Training set | D105:07/jun | A203:nice ear great quality deep kernels watch plant type  | S2AG:07/fev | A203:12/jan | A201:T | E102:05/jun"
"LQ1774N","D105:Y","A201:Training set | A201:D | A201:20/jan | D105:11/jun"
"LQ1775N","S1AG:LY | D106:LY | D105:LY","D105:09/jun | A201:Training set | S1AG:12/jul | A201:18/jan | A201:R | D106:07/jun"
"LQ1776N","D105:LY | P1MO:LY | P1FU:LY | S2AG:LY | A201:LY | P1AG:LY | E102:LY | E202:Y","A201:16/jan | S2AG:03/fev | A201:harder pericarp, plant nice | P1AG:30/01 muito cs e dlbs  | P1AG:31/jan | E202:16/jan | A201:medium quality, good plant type  | S2AG:15/jun | D105:05/jun | A201:Training set | A201:15/01 | A201:Do | A201:11/jan | E102:01/jun | P1MO:data"
"LQ1777N","D105:Y","A201:D | A201:Training set | A201:18/jan | D105:09/jun"
"LQ1778N","D105:LY | E202:LY","D105:11/jun | S2AG:grm | A201:Training set | A201:T | S2AG:07/fev | A201:22/jan | E202:1 | E202:18/jan"
"LQ1779N","D105:Y","A201:T | A201:Training set | D105:09/jun | A201:18/jan"
"LQ1780N","D105:LY","D105:07/jun | A201:18/jan | A201:Training set | A201:D"
"LQ1782N","D105:LY | E202:LY","D105:09/jun | E202:20/jan | A201:T | S2AG:07/fev | A201:Training set | D105:Avançar Scr2  | A201:18/jan"
"LQ1783N","D105:LY","A201:22/jan | A201:Training set | D105:13/jun | A201:D"
"LQ1784N","D105:Y","A201:T | A201:18/jan | D105:13/jun | A201:Training set"
"LQ1785N","D105:LY","D105:09/jun | A201:T | A201:Training set | A201:20/jan"
"LQ1786N","D105:Y","D105:09/jun | A201:18/jan | A201:D | A201:Training set"
"LQ1787N","D105:LY","A201:T | A201:Training set | A201:18/jan | D105:09/jun"
"LQ1788N","P1AG:LY | A201:LY | S1AG:LY | P1FU:LY | D106:LY | S2AG:LY | E202:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | D105:LY | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | P1MO:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | BR_GO_MORRINHOS:Light Yellow | E102:LY","A201:medium all  | A201:Training set | S2AG:19/jun | P1AG:01/02 | P1AG:31/jan | D105:09/jun | E102:03/jun | E202:18/jan | D106:09/jun | S2AG:07/fev | A201:15/01 | A201:11/jan | A201:shorter ear deep kernels, little CS | S1AG:08/jul | A201:18/jan | A201:R"
"LQ1789N","A203:LY | E102:LY | D105:LY | S2AG:LY | E202:Y","A203:10/jan | E202:16/jan | S2AG:03/fev | D105:bom padrão de espiga ver scr2 | S2AG:15/jun | A201:D | E102:01/jun | A201:Training set | A201:16/jan | A203:chewey no sugar large ear nice plant | D105:05/jun"
"LQ1790N","D105:Y | E202:LY","E202:planta fraca | S2AG:09/fev | A201:D | A201:18/jan | A201:Training set | E202:20/jan | D105:09/jun"
"LQ1791N","S2AG:LY | P1AG:LY | D105:LY | E102:LY | P1MO:LY | P1FU:LY | A201:LY | E202:LY","A201:15/jan | P1AG:02/02 | E102:05/jun | A201:não colher germinação  | S2AG:07/fev | P1AG:02/fev | D105:09/jun | E202:18/jan | A201:T | A201:low KRN, Spirku  | A201:long skinny ear, lots tillers on plants | A201:18/jan | A201:Training set | S2AG:17/jun"
"LQ1792N","D105:LY","D105:05/jun | A201:18/jan | A201:Training set | A201:T"
"LQ1793N","E202:LY | S2AG:LY | E102:Y | D105:RY | A203:LY","A201:18/jan | A201:Training set | D105:09/jun | A203:germinação muito ruim não colher  | A201:T | S2AG:19/jun | A203:grm  | E102:03/jun | E202:18/jan | S2AG:07/fev | E202:observar hsc inverno"
"LQ1794N","D105:LY | E202:LY","E202:16/jan | A201:18/jan | S2AG:07/fev | D105:09/jun | A201:T | A201:Training set"
"LQ1795N","D106:LY | S2AG:LY | E202:LY | BR_GO_CRISTALINA_FUGINI:Light Yellow | P1MO:LY | E102:LY | BR_GO_CRISTALINA_AGRITER_2024:01:Light Yellow | BR_SP_Guaíra_PREDILECTA_2024:01:Light Yellow | P1AG:LY | P1FU:LY | D105:LY | A201:LY | BR_GO_MORRINHOS:Light Yellow | S1AG:LY","BR_GO_CRISTALINA_FUGINI:Top  | A201:11/jan | D105:05/jun | D105:tem que ver em scr2, bom padrão de espiga, excelente sanidade  | E102:03/jun | A201:16/jan | P1AG:01/02 espiga calibre bons, cs Mata | E202:1 | S2AG:17/jun | A201:R | S2AG:07/fev | S1AG:boa uniformidade de espiga | A201:shallow kernels, nice plant little CS | E202:18/jan | A201:good plant type; WO Spirku  | P1AG:31/jan | S1AG:08/jul | D106:05/jun | A201:Training set | A201:15/01"
"LQ1796N","D105:LY","A201:18/jan | A201:T | D105:09/jun | A201:Training set"
"LQ1805N","D106:Y | S1AG:Y","S1AG:08/jul | D106:07/jun | A201:R | A201:18/jan"
"LQ1809N","S1AG:LY | D106:LY","D106:05/jun | A201:R  | S1AG:08/jul | A201:18/jan"
"LQ1815N","D106:LY | E202:LY | S1AG:LY","S2AG:03/fev | D106:05/jun | E202:14/jan | S1AG:10/jul | A201:18/jan | A201:R"
"LQ1820N","D106:LY | S1AG:LY | E202:Y","A201:18/jan | S2AG:03/fev | A201:R testador melhorar qualidade  | D106:05/jun | E202:14/jan | S1AG:08/jul"
"LQ1822N","D105:Y","A201:D | A201:Training set | D105:09/jun | A201:20/jan"
"LQ1823N","D105:LY","D105:09/jun | A201:D | A201:Training set | A201:20/jan"
"LQ1824N","D105:LY","A201:Training set | A201:D | D105:09/jun | A201:20/jan"
"LQ1825N","D105:Y","A201:18/jan | A201:Training set | D105:09/jun | A201:D"
"LQ1826N","D105:Y","D105:inbred hás very bad RTLR | A201:Training set | A201:20/jan | D105:11/jun | A201:T"
"LQ1827N","D105:Y","A201:18/jan | A201:D | A201:Training set | D105:13/jun"
"LQ1828N","E202:LY | D105:LY","E202:20/jan | A201:Training set | A201:D | S2AG:07/fev | A201:22/jan | D105:11/jun"
"LQ1829N","D105:Y","A201:18/jan | A201:Training set | A201:T | D105:05/jun"
"LQ1830N","D105:LY","D105:13/jun | A201:Training set | A201:22/jan | A201:T"
"LQ1831N","D105:LY","D105:09/jun | A201:Training set | A201:T | A201:20/jan"
"LQ1832N","E202:Y | E102:LY | S2AG:LY | D105:LY | A203:LY","S2AG:05/fev | A201:D | A203:14/jan | D105:tender, not só sweet. advance this inbred as tender parent. devx wirh sweet parent | E202:18/jan | A201:Training set | D105:09/jun | E102:05/jun | S2AG:19/jun | A201:18/jan"
"LQ1833N","D105:Y","D105:09/jun | A201:20/jan | A201:Training set | A201:D"
"LQ1834N","D105:LY | E202:Y","A201:D | E202:18/jan | D105:05/jun | A201:18/jan | A201:Training set | S2AG:05/fev"
"LQ1835N","D105:Y","A201:D | D105:09/jun | A201:18/jan | A201:Training set"
"LQ1836N","D105:LY","A201:22/jan | A201:D | A201:Training set | D105:11/jun"
"LQ1837N","D105:Y","A201:20/jan | A201:D | A201:Training set | D105:09/jun"
"LQ1838N","D105:Y","A201:Training set | D105:09/jun | A201:T | A201:20/jan"
"LQ1839N","D105:Y | E202:Y","D105:09/jun | S2AG:05/fev | A201:20/jan | E202:2 | A201:Training set | E202:20/jan | A201:D"
"LQ1840N","D105:LY","A201:D | A201:Training set | A201:18/jan | D105:07/jun"
"LQ1841N","D105:LY","A201:Training set | A201:18/jan | D105:05/jun | A201:D"
"LQ1842N","D105:LY","A201:Training set | A201:20/jan | D105:09/jun | A201:D"
"LQ1843N","D105:Y","A201:D | A201:Training set | A201:20/jan | D105:09/jun"
"LQ1844N","D105:LY","A201:18/jan | A201:Training set | D105:09/jun | A201:D"
"LQ1845N","D105:Y","A201:Training set | A201:D | A201:18/jan | D105:11/jun"
"LQ1846N","D105:LY","E202:grm 3 drop | S2AG:05/fev | A201:18/jan | E202:18/jan | A201:Training set | D105:09/jun | A201:D"
"LQ1847N","D105:LY","A201:20/jan | A201:Training set | D105:13/jun | A201:T"
"LQ1848N","D105:LY","A201:22/jan | D105:11/jun | A201:Training set | A201:D"
"LQ1849N","D105:Y","A201:Training set | A201:D | A201:20/jan | D105:09/jun"
"LQ1850N","D105:LY","A201:D | A201:Training set | D105:09/jun | A201:20/jan"
"LQ1851N","D105:Y","A201:D | A201:22/jan | A201:Training set | D105:11/jun"
"LQ1852N","E202:Y | D105:Y","A201:24/jan | S2AG:RURO065 - tropical field corn | E202:20/jan | A201:D | D105:13/jun | S2AG:07/fev | A201:Training set"
"LQ1853N","D105:Y","A201:Training set | A201:D | D105:09/jun | A201:18/jan"
"LQ1854N","D105:Y","A201:Training set | A201:T | A201:20/jan | D105:09/jun"
"LQ1855N","D105:LY","A201:Training set | D105:05/jun | A201:D | A201:20/jan"
"LQ1856N","S2AG:LY | D105:Y | E202:LY | E102:LY | A203:LY","A201:20/jan | E202:1 | A203:harder kernels lodgy | E102:linha com qualidade muito boa | A203:não colher germinação  | A203:12/jan | S2AG:07/fev | A201:D | A203:loading  | A201:Training set | E102:05/jun | E202:18/jan | D105:09/jun | S2AG:15/jun"
"LQ1859N","D105:Y","A201:D | A201:16/jan | D105:09/jun | A201:Training set"
"LQ1860N","D105:Y","A201:Training set | D105:05/jun | A201:D | A201:18/jan"
"LQ1861N","D105:Y | E202:Y","A201:T | A201:16/jan | E202:16/jan | A201:Training set | D105:05/jun | E202:4 | S2AG:03/fev"
"LQ1862N","D105:Y","A201:Training set | A201:D | D105:05/jun | A201:16/jan"
"LQ1863N","D105:Y","A201:Training set | A201:D | A201:18/jan | D105:07/jun"
"LQ1864N","D105:Y","A201:16/jan | D105:05/jun | A201:Training set | A201:D"
"LQ1865N","D105:Y","D105:09/jun | A201:D | A201:Training set | A201:16/jan"
"LQ1866N","D105:Y","A201:D | A201:18/jan | D105:07/jun | A201:Training set"
"LQ1867N","D105:Y","A201:Training set | D105:07/jun | A201:D | A201:18/jan"
"LQ1868N","D105:Y","A201:18/jan | A201:D | A201:Training set | D105:05/jun"
"LQ1869N","D105:Y | E202:Y","E202:18/jan | S2AG:03/fev | D105:05/jun | A201:16/jan | A201:D | A201:Training set"
"LQ1870N","D105:LY","D105:05/jun | A201:16/jan | A201:Training set | A201:T"
"LQ1871N","D105:Y","A201:18/jan | A201:Training set | A201:T | D105:05/jun"
"LQ1872N","D105:Y","A201:D | D105:05/jun | A201:Training set | A201:16/jan"
"LQ1873N","D105:Y | E202:Y","D105:03/jun | A201:Training set | A201:D | A201:16/jan | E202:16/jan | S2AG:03/fev"
"LQ1874N","D105:Y","D105:05/jun | A201:T | A201:18/jan | A201:Training set"
"LQ1875N","D105:Y | E202:Y","E202:18/jan | A201:D | D105:05/jun | A201:18/jan | A201:Training set | S2AG:05/fev"
"LQ1876N","D105:Y","A201:D | A201:Training set | D105:09/jun | A201:18/jan"
"LQ1877N","D105:Y","A201:Training set | A201:D | A201:18/jan | D105:05/jun"
"LQ1878N","D105:Y","D105:07/jun | A201:20/jan | A201:D | A201:Training set"
"LQ1879N","D105:Y","D105:11/jun | A201:Training set | A201:20/jan | A201:D"
"LQ1880N","D105:Y","A201:18/jan | D105:05/jun | A201:D | A201:Training set"
"LQ1881N","S1AG:LY | D105:Y | D106:LY | E202:Y | S2AG:Y | E102:Y","E102:03/jun | S2AG:03/fev | S1AG:08/jul | D105:05/jun | A201:R | A201:Training set | E202:18/jan | D106:09/jun | A201:20/jan | S2AG:15/jun"
